POST_CODE,MUNICIPALITY,CITY_SHIRE,SUBURB_GROUP,POST_CODE,Education_Sector,School_Name,School_Type,Longitude,Latitude,SUBURB_NAMES
2379,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3931,Catholic,St Macartan's School,Primary,145.07046,-38.22321,Mornington
2380,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3930,Government,Mount Eliza Primary School,Primary,145.09219,-38.19539,Mount Eliza
2381,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3930,Government,Mount Eliza North Primary School,Primary,145.10054,-38.1884,Mount Eliza
2382,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3930,Government,Kunyung Primary School,Primary,145.07623,-38.18768,Mount Eliza
2383,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3930,Government,Mount Eliza Secondary College,Secondary,145.09354,-38.1897,Mount Eliza
2384,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3930,Independent,Toorak College,Pri/Sec,145.09346,-38.17226,Mount Eliza
2385,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3930,Independent,Peninsula Grammar,Pri/Sec,145.09069,-38.19817,Mount Eliza
2386,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3930,Catholic,St Thomas More's School,Primary,145.10114,-38.19773,Mount Eliza
2387,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3934,Government,Osborne Primary School,Primary,145.04091,-38.25711,"Mount Martha, Balcombe, Osborne"
2388,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3934,Government,Mount Martha Primary School,Primary,145.01373,-38.27556,"Mount Martha, Balcombe, Osborne"
2389,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3934,Independent,Balcombe Grammar School,Pri/Sec,145.03269,-38.27325,"Mount Martha, Balcombe, Osborne"
2390,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3934,Government,Osborne Primary School,Primary,145.04091,-38.25711,"Mount Martha, Balcombe, Osborne"
2391,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3934,Government,Mount Martha Primary School,Primary,145.01373,-38.27556,"Mount Martha, Balcombe, Osborne"
2392,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3934,Independent,Balcombe Grammar School,Pri/Sec,145.03269,-38.27325,"Mount Martha, Balcombe, Osborne"
2393,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3934,Government,Osborne Primary School,Primary,145.04091,-38.25711,"Mount Martha, Balcombe, Osborne"
2394,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3934,Government,Mount Martha Primary School,Primary,145.01373,-38.27556,"Mount Martha, Balcombe, Osborne"
2395,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3934,Independent,Balcombe Grammar School,Pri/Sec,145.03269,-38.27325,"Mount Martha, Balcombe, Osborne"
2396,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Boneo Primary School,Primary,144.88728,-38.41187,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2397,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Rosebud Primary School,Primary,144.909,-38.35576,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2398,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Rosebud Secondary College,Secondary,144.88745,-38.36762,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2399,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Catholic,Our Lady of Fatima School,Primary,144.89754,-38.37133,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2400,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Independent,Advance College of Education Incorporated,Special,144.88506,-38.38285,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2401,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Boneo Primary School,Primary,144.88728,-38.41187,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2402,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Rosebud Primary School,Primary,144.909,-38.35576,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2403,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Rosebud Secondary College,Secondary,144.88745,-38.36762,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2404,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Catholic,Our Lady of Fatima School,Primary,144.89754,-38.37133,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2405,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Independent,Advance College of Education Incorporated,Special,144.88506,-38.38285,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2406,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Boneo Primary School,Primary,144.88728,-38.41187,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2407,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Rosebud Primary School,Primary,144.909,-38.35576,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2408,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Rosebud Secondary College,Secondary,144.88745,-38.36762,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2409,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Catholic,Our Lady of Fatima School,Primary,144.89754,-38.37133,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2410,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Independent,Advance College of Education Incorporated,Special,144.88506,-38.38285,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2411,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Boneo Primary School,Primary,144.88728,-38.41187,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2412,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Rosebud Primary School,Primary,144.909,-38.35576,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2413,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Government,Rosebud Secondary College,Secondary,144.88745,-38.36762,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2414,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Catholic,Our Lady of Fatima School,Primary,144.89754,-38.37133,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2415,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3939,Independent,Advance College of Education Incorporated,Special,144.88506,-38.38285,"Rosebud, Rosebud South, Cape Schanck, Fingal"
2416,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3915,Government,Hastings Primary School,Primary,145.18947,-38.2997,"Hastings, Hastings West"
2417,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3915,Government,Wallaroo Primary School,Primary,145.17275,-38.29789,"Hastings, Hastings West"
2418,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3915,Government,Western Port Secondary College,Secondary,145.17638,-38.30817,"Hastings, Hastings West"
2419,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3915,Catholic,St Mary's School,Primary,145.1917,-38.30344,"Hastings, Hastings West"
2420,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3915,Government,Hastings Primary School,Primary,145.18947,-38.2997,"Hastings, Hastings West"
2421,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3915,Government,Wallaroo Primary School,Primary,145.17275,-38.29789,"Hastings, Hastings West"
2422,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3915,Government,Western Port Secondary College,Secondary,145.17638,-38.30817,"Hastings, Hastings West"
2423,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,3915,Catholic,St Mary's School,Primary,145.1917,-38.30344,"Hastings, Hastings West"
2424,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3143,Government,Armadale Primary School,Primary,145.01777,-37.85219,Armadale
2425,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3143,Independent,Lauriston Girls' School,Pri/Sec,145.02509,-37.85232,Armadale
2426,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3143,Independent,The King David School,Pri/Sec,145.0105,-37.85823,Armadale
2427,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3144,Government,Malvern Central School,Primary,145.0344,-37.85601,Malvern
2428,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3144,Catholic,De La Salle College,Pri/Sec,145.03218,-37.85768,Malvern
2429,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3144,Catholic,St Joseph's School,Primary,145.03116,-37.85807,Malvern
2430,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3145,Government,Malvern Primary School,Primary,145.03846,-37.87159,Malvern East
2431,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3145,Government,Lloyd Street Primary School,Primary,145.05611,-37.87242,Malvern East
2432,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3145,Government,Malvern Valley Primary School,Primary,145.08149,-37.8807,Malvern East
2433,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3145,Government,Glen Eira College,Secondary,145.03801,-37.8857,Malvern East
2434,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3145,Catholic,St Mary's School,Primary,145.05292,-37.87302,Malvern East
2435,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3145,Independent,The Currajong School,Special,145.05995,-37.87595,Malvern East
2436,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3181,Government,Windsor Primary School,Primary,144.99569,-37.8573,"Prahran, Windsor"
2437,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3181,Government,Prahran High School,Secondary,144.99116,-37.85175,"Prahran, Windsor"
2438,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3181,Catholic,Our Lady of Lourdes School,Primary,145.00946,-37.85246,"Prahran, Windsor"
2439,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3181,Government,Windsor Primary School,Primary,144.99569,-37.8573,"Prahran, Windsor"
2440,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3181,Government,Prahran High School,Secondary,144.99116,-37.85175,"Prahran, Windsor"
2441,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3181,Catholic,Our Lady of Lourdes School,Primary,145.00946,-37.85246,"Prahran, Windsor"
2442,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3142,Government,Toorak Primary School,Primary,145.00991,-37.84508,Toorak
2443,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3142,Independent,St Catherine's School,Pri/Sec,145.02127,-37.8383,Toorak
2444,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3142,Catholic,Loreto Mandeville Hall,Pri/Sec,145.01489,-37.84819,Toorak
2445,Southeastern municipalities and their suburbs,City of Stonnington,Mid,3142,Catholic,St Kevin's College,Pri/Sec,145.0247,-37.8354,Toorak
2446,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Primary School,Primary,144.79577,-37.73875,"Albanvale, Kealba, Kings Park, St Albans"
2447,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans East Primary School,Primary,144.81109,-37.74217,"Albanvale, Kealba, Kings Park, St Albans"
2448,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans North Primary School,Primary,144.80201,-37.73174,"Albanvale, Kealba, Kings Park, St Albans"
2449,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,University Park Primary School,Primary,144.80307,-37.75489,"Albanvale, Kealba, Kings Park, St Albans"
2450,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Heights Primary School,Primary,144.81037,-37.74865,"Albanvale, Kealba, Kings Park, St Albans"
2451,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Jackson School,Special,144.81418,-37.75602,"Albanvale, Kealba, Kings Park, St Albans"
2452,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Stevensville Primary School,Primary,144.78121,-37.7361,"Albanvale, Kealba, Kings Park, St Albans"
2453,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Meadows Primary School,Primary,144.81778,-37.75337,"Albanvale, Kealba, Kings Park, St Albans"
2454,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Movelle Primary School,Primary,144.77536,-37.73771,"Albanvale, Kealba, Kings Park, St Albans"
2455,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Albanvale Primary School,Primary,144.77442,-37.74402,"Albanvale, Kealba, Kings Park, St Albans"
2456,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Kings Park Primary School,Primary,144.76754,-37.73315,"Albanvale, Kealba, Kings Park, St Albans"
2457,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Secondary College,Secondary,144.80841,-37.74553,"Albanvale, Kealba, Kings Park, St Albans"
2458,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Sacred Heart School,Primary,144.80005,-37.73769,"Albanvale, Kealba, Kings Park, St Albans"
2459,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Holy Eucharist School,Primary,144.81141,-37.75644,"Albanvale, Kealba, Kings Park, St Albans"
2460,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,St Paul's Kealba Catholic School,Primary,144.81963,-37.73374,"Albanvale, Kealba, Kings Park, St Albans"
2461,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Resurrection School,Primary,144.77539,-37.7363,"Albanvale, Kealba, Kings Park, St Albans"
2462,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Catholic Regional College St Albans,Secondary,144.79909,-37.73889,"Albanvale, Kealba, Kings Park, St Albans"
2463,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Primary School,Primary,144.79577,-37.73875,"Albanvale, Kealba, Kings Park, St Albans"
2464,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans East Primary School,Primary,144.81109,-37.74217,"Albanvale, Kealba, Kings Park, St Albans"
2465,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans North Primary School,Primary,144.80201,-37.73174,"Albanvale, Kealba, Kings Park, St Albans"
2466,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,University Park Primary School,Primary,144.80307,-37.75489,"Albanvale, Kealba, Kings Park, St Albans"
2467,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Heights Primary School,Primary,144.81037,-37.74865,"Albanvale, Kealba, Kings Park, St Albans"
2468,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Jackson School,Special,144.81418,-37.75602,"Albanvale, Kealba, Kings Park, St Albans"
2469,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Stevensville Primary School,Primary,144.78121,-37.7361,"Albanvale, Kealba, Kings Park, St Albans"
2470,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Meadows Primary School,Primary,144.81778,-37.75337,"Albanvale, Kealba, Kings Park, St Albans"
2471,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Movelle Primary School,Primary,144.77536,-37.73771,"Albanvale, Kealba, Kings Park, St Albans"
2472,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Albanvale Primary School,Primary,144.77442,-37.74402,"Albanvale, Kealba, Kings Park, St Albans"
2473,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Kings Park Primary School,Primary,144.76754,-37.73315,"Albanvale, Kealba, Kings Park, St Albans"
2474,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Secondary College,Secondary,144.80841,-37.74553,"Albanvale, Kealba, Kings Park, St Albans"
2475,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Sacred Heart School,Primary,144.80005,-37.73769,"Albanvale, Kealba, Kings Park, St Albans"
2476,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Holy Eucharist School,Primary,144.81141,-37.75644,"Albanvale, Kealba, Kings Park, St Albans"
2477,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,St Paul's Kealba Catholic School,Primary,144.81963,-37.73374,"Albanvale, Kealba, Kings Park, St Albans"
2478,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Resurrection School,Primary,144.77539,-37.7363,"Albanvale, Kealba, Kings Park, St Albans"
2479,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Catholic Regional College St Albans,Secondary,144.79909,-37.73889,"Albanvale, Kealba, Kings Park, St Albans"
2480,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Primary School,Primary,144.79577,-37.73875,"Albanvale, Kealba, Kings Park, St Albans"
2481,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans East Primary School,Primary,144.81109,-37.74217,"Albanvale, Kealba, Kings Park, St Albans"
2482,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans North Primary School,Primary,144.80201,-37.73174,"Albanvale, Kealba, Kings Park, St Albans"
2483,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,University Park Primary School,Primary,144.80307,-37.75489,"Albanvale, Kealba, Kings Park, St Albans"
2484,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Heights Primary School,Primary,144.81037,-37.74865,"Albanvale, Kealba, Kings Park, St Albans"
2485,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Jackson School,Special,144.81418,-37.75602,"Albanvale, Kealba, Kings Park, St Albans"
2486,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Stevensville Primary School,Primary,144.78121,-37.7361,"Albanvale, Kealba, Kings Park, St Albans"
2487,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Meadows Primary School,Primary,144.81778,-37.75337,"Albanvale, Kealba, Kings Park, St Albans"
2488,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Movelle Primary School,Primary,144.77536,-37.73771,"Albanvale, Kealba, Kings Park, St Albans"
2489,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Albanvale Primary School,Primary,144.77442,-37.74402,"Albanvale, Kealba, Kings Park, St Albans"
2490,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Kings Park Primary School,Primary,144.76754,-37.73315,"Albanvale, Kealba, Kings Park, St Albans"
2491,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Secondary College,Secondary,144.80841,-37.74553,"Albanvale, Kealba, Kings Park, St Albans"
2492,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Sacred Heart School,Primary,144.80005,-37.73769,"Albanvale, Kealba, Kings Park, St Albans"
2493,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Holy Eucharist School,Primary,144.81141,-37.75644,"Albanvale, Kealba, Kings Park, St Albans"
2494,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,St Paul's Kealba Catholic School,Primary,144.81963,-37.73374,"Albanvale, Kealba, Kings Park, St Albans"
2495,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Resurrection School,Primary,144.77539,-37.7363,"Albanvale, Kealba, Kings Park, St Albans"
2496,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Catholic Regional College St Albans,Secondary,144.79909,-37.73889,"Albanvale, Kealba, Kings Park, St Albans"
2497,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Primary School,Primary,144.79577,-37.73875,"Albanvale, Kealba, Kings Park, St Albans"
2498,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans East Primary School,Primary,144.81109,-37.74217,"Albanvale, Kealba, Kings Park, St Albans"
2499,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans North Primary School,Primary,144.80201,-37.73174,"Albanvale, Kealba, Kings Park, St Albans"
2500,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,University Park Primary School,Primary,144.80307,-37.75489,"Albanvale, Kealba, Kings Park, St Albans"
2501,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Heights Primary School,Primary,144.81037,-37.74865,"Albanvale, Kealba, Kings Park, St Albans"
2502,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Jackson School,Special,144.81418,-37.75602,"Albanvale, Kealba, Kings Park, St Albans"
2503,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Stevensville Primary School,Primary,144.78121,-37.7361,"Albanvale, Kealba, Kings Park, St Albans"
2504,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Meadows Primary School,Primary,144.81778,-37.75337,"Albanvale, Kealba, Kings Park, St Albans"
2505,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Movelle Primary School,Primary,144.77536,-37.73771,"Albanvale, Kealba, Kings Park, St Albans"
2506,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Albanvale Primary School,Primary,144.77442,-37.74402,"Albanvale, Kealba, Kings Park, St Albans"
2507,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,Kings Park Primary School,Primary,144.76754,-37.73315,"Albanvale, Kealba, Kings Park, St Albans"
2508,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Government,St Albans Secondary College,Secondary,144.80841,-37.74553,"Albanvale, Kealba, Kings Park, St Albans"
2509,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Sacred Heart School,Primary,144.80005,-37.73769,"Albanvale, Kealba, Kings Park, St Albans"
2510,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Holy Eucharist School,Primary,144.81141,-37.75644,"Albanvale, Kealba, Kings Park, St Albans"
2511,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,St Paul's Kealba Catholic School,Primary,144.81963,-37.73374,"Albanvale, Kealba, Kings Park, St Albans"
2512,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Resurrection School,Primary,144.77539,-37.7363,"Albanvale, Kealba, Kings Park, St Albans"
2513,Western municipalities and their suburbs,City of Brimbank,Mid,3021,Catholic,Catholic Regional College St Albans,Secondary,144.79909,-37.73889,"Albanvale, Kealba, Kings Park, St Albans"
2514,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Primary School,Primary,144.8311,-37.79088,"Albion, Sunshine, Sunshine North, Sunshine West"
2515,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Albion Primary School,Primary,144.81975,-37.77808,"Albion, Sunshine, Sunshine North, Sunshine West"
2516,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Heights Primary School,Primary,144.81816,-37.79222,"Albion, Sunshine, Sunshine North, Sunshine West"
2517,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine North Primary School,Primary,144.83719,-37.77201,"Albion, Sunshine, Sunshine North, Sunshine West"
2518,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Albion North Primary School,Primary,144.82304,-37.76212,"Albion, Sunshine, Sunshine North, Sunshine West"
2519,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Glengala Primary School,Primary,144.81407,-37.79899,"Albion, Sunshine, Sunshine North, Sunshine West"
2520,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Ardeer South Primary School,Primary,144.799,-37.7884,"Albion, Sunshine, Sunshine North, Sunshine West"
2521,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Furlong Park School For Deaf Children,Special,144.8271,-37.76144,"Albion, Sunshine, Sunshine North, Sunshine West"
2522,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Special Developmental School,Special,144.81989,-37.80343,"Albion, Sunshine, Sunshine North, Sunshine West"
2523,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Harvester Primary School,Primary,144.84569,-37.78293,"Albion, Sunshine, Sunshine North, Sunshine West"
2524,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine College,Secondary,144.81382,-37.79316,"Albion, Sunshine, Sunshine North, Sunshine West"
2525,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,Our Lady of the Immaculate Conception School,Primary,144.83556,-37.78945,"Albion, Sunshine, Sunshine North, Sunshine West"
2526,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Theresa's School,Primary,144.8202,-37.78219,"Albion, Sunshine, Sunshine North, Sunshine West"
2527,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Paul's School,Primary,144.80752,-37.78753,"Albion, Sunshine, Sunshine North, Sunshine West"
2528,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Bernadette's School,Primary,144.83528,-37.77116,"Albion, Sunshine, Sunshine North, Sunshine West"
2529,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,Marian College,Secondary,144.80613,-37.78773,"Albion, Sunshine, Sunshine North, Sunshine West"
2530,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,St Peter's School,Primary,144.81962,-37.80028,"Albion, Sunshine, Sunshine North, Sunshine West"
2531,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Independent,Sunshine Christian School,Primary,144.83586,-37.7684,"Albion, Sunshine, Sunshine North, Sunshine West"
2532,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Primary School,Primary,144.8311,-37.79088,"Albion, Sunshine, Sunshine North, Sunshine West"
2533,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Albion Primary School,Primary,144.81975,-37.77808,"Albion, Sunshine, Sunshine North, Sunshine West"
2534,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Heights Primary School,Primary,144.81816,-37.79222,"Albion, Sunshine, Sunshine North, Sunshine West"
2535,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine North Primary School,Primary,144.83719,-37.77201,"Albion, Sunshine, Sunshine North, Sunshine West"
2536,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Albion North Primary School,Primary,144.82304,-37.76212,"Albion, Sunshine, Sunshine North, Sunshine West"
2537,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Glengala Primary School,Primary,144.81407,-37.79899,"Albion, Sunshine, Sunshine North, Sunshine West"
2538,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Ardeer South Primary School,Primary,144.799,-37.7884,"Albion, Sunshine, Sunshine North, Sunshine West"
2539,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Furlong Park School For Deaf Children,Special,144.8271,-37.76144,"Albion, Sunshine, Sunshine North, Sunshine West"
2540,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Special Developmental School,Special,144.81989,-37.80343,"Albion, Sunshine, Sunshine North, Sunshine West"
2541,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine Harvester Primary School,Primary,144.84569,-37.78293,"Albion, Sunshine, Sunshine North, Sunshine West"
2542,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Government,Sunshine College,Secondary,144.81382,-37.79316,"Albion, Sunshine, Sunshine North, Sunshine West"
2543,Western municipalities and their suburbs,City of Brimbank,Mid,3020,Catholic,Our Lady of the Immaculate Conception School,Primary,144.83556,-37.78945,"Albion, Sunshine, Sunshine North, Sunshine West"
